station,valid,tmpc,dwpc,relh,sknt,drct,p01m,mslp
SEA,2024-01-11 03:38:00,3.33,2.22,92.42,0.0,0.0,0.0,
SEA,2024-01-11 03:53:00,3.33,2.22,92.42,0.0,0.0,0.0,1010.6
SEA,2024-01-11 04:12:00,3.33,2.22,92.42,5.0,200.0,0.0,
SEA,2024-01-11 04:53:00,3.33,1.67,88.83,7.0,190.0,0.0,1010.8
SEA,2024-01-11 05:10:00,3.33,2.22,92.42,6.0,200.0,0.0,
SEA,2024-01-11 05:22:00,3.33,2.22,92.42,5.0,190.0,0.0,
SEA,2024-01-11 05:53:00,3.33,1.67,88.83,7.0,210.0,0.0,1011.0
SEA,2024-01-11 06:24:00,2.78,1.67,92.39,9.0,200.0,0.0,
SEA,2024-01-11 06:53:00,2.78,1.11,88.78,8.0,200.0,0.0,1011.0
SEA,2024-01-11 07:00:00,2.78,1.11,88.78,7.0,190.0,0.0,
SEA,2024-01-11 07:30:00,2.22,0.56,88.73,10.0,170.0,0.0,
SEA,2024-01-11 07:53:00,2.22,0.0,85.23,10.0,190.0,0.0,1010.5
SEA,2024-01-11 08:53:00,2.78,0.56,85.29,11.0,180.0,0.0,1010.1
SEA,2024-01-11 09:08:00,2.78,0.56,85.29,9.0,210.0,0.0,
SEA,2024-01-11 09:49:00,3.0,1.0,86.69,9.0,200.0,0.0,
SEA,2024-01-11 09:53:00,2.78,0.56,85.29,7.0,210.0,0.0,1009.9
SEA,2024-01-11 10:47:00,3.0,1.0,86.69,10.0,210.0,0.0,
SEA,2024-01-11 10:53:00,3.33,1.67,88.83,9.0,230.0,0.0,1009.6
SEA,2024-01-11 11:53:00,3.33,0.56,82.0,8.0,260.0,0.0,1009.7
SEA,2024-01-11 12:53:00,2.22,-0.56,81.86,4.0,280.0,0.0,1010.4
SEA,2024-01-11 13:22:00,2.22,0.0,85.23,3.0,260.0,0.0,
SEA,2024-01-11 13:53:00,2.78,0.0,81.93,4.0,220.0,0.0,1010.5
SEA,2024-01-11 14:53:00,2.22,-0.56,81.86,5.0,240.0,0.0,1010.7
SEA,2024-01-11 15:53:00,2.78,-0.56,78.69,6.0,220.0,0.0,1010.7
SEA,2024-01-11 16:53:00,3.33,-0.56,75.65,6.0,200.0,0.0,1010.7
SEA,2024-01-11 17:53:00,4.44,-1.11,67.18,5.0,260.0,0.0,1010.4
SEA,2024-01-11 18:53:00,5.0,0.0,70.08,10.0,220.0,0.0,1009.8
SEA,2024-01-11 19:53:00,4.44,0.0,72.85,11.0,230.0,0.0,1009.0
SEA,2024-01-11 20:39:00,5.0,0.0,70.08,8.0,220.0,0.0,
SEA,2024-01-11 20:53:00,5.0,0.0,70.08,12.0,250.0,0.0,1008.3
SEA,2024-01-11 21:53:00,6.11,0.0,64.88,9.0,270.0,0.0,1007.7
SEA,2024-01-11 22:28:00,7.22,0.0,60.11,9.0,270.0,0.0,
SEA,2024-01-11 22:53:00,7.22,-2.22,51.08,12.0,250.0,0.0,1007.3
SEA,2024-01-11 23:53:00,4.44,-2.78,59.41,15.0,330.0,0.0,1008.6
SEA,2024-01-12 00:00:00,3.89,-3.33,59.27,14.0,10.0,0.0,
SEA,2024-01-12 00:53:00,0.56,-3.89,72.11,12.0,350.0,0.0,1010.0
SEA,2024-01-12 01:03:00,0.0,-3.89,75.07,13.0,350.0,0.0,
SEA,2024-01-12 01:53:00,-0.56,-5.0,71.89,13.0,10.0,0.0,1011.1
SEA,2024-01-12 02:05:00,-0.56,-5.56,68.92,10.0,10.0,0.0,
SEA,2024-01-12 02:29:00,-0.56,-5.56,68.92,13.0,350.0,0.0001,
SEA,2024-01-12 02:38:00,-1.11,-5.0,74.87,16.0,350.0,0.0001,
SEA,2024-01-12 02:53:00,-1.11,-5.0,74.87,12.0,360.0,0.0001,1011.7
SEA,2024-01-12 03:28:00,-1.67,-5.0,77.98,15.0,350.0,0.0001,
SEA,2024-01-12 03:42:00,-1.67,-3.89,84.79,14.0,350.0,0.0001,
SEA,2024-01-12 03:53:00,-2.22,-4.44,84.72,13.0,350.0,0.0001,1012.7
SEA,2024-01-12 03:54:00,-2.22,-5.0,81.25,14.0,350.0,0.0001,
SEA,2024-01-12 04:03:00,-2.22,-5.0,81.25,10.0,340.0,0.0001,
SEA,2024-01-12 04:53:00,-2.78,-6.11,77.8,7.0,350.0,0.0001,1013.5
SEA,2024-01-12 05:53:00,-2.78,-7.78,68.45,9.0,350.0,0.0,1014.1
SEA,2024-01-12 06:36:00,-3.33,-9.44,62.64,11.0,360.0,0.0001,
SEA,2024-01-12 06:53:00,-3.33,-8.89,65.43,10.0,360.0,0.0001,1014.9
SEA,2024-01-12 07:53:00,-3.33,-8.89,65.43,11.0,350.0,0.0001,1015.6
SEA,2024-01-12 08:53:00,-3.89,-9.44,65.3,13.0,350.0,0.0001,1016.5
SEA,2024-01-12 09:53:00,-3.89,-10.0,62.5,15.0,350.0,0.0,1017.1
SEA,2024-01-12 10:53:00,-4.44,-11.11,59.67,17.0,350.0,0.0,1018.2
SEA,2024-01-12 11:53:00,-5.0,-11.11,62.23,13.0,350.0,0.0,1019.3
SEA,2024-01-12 12:53:00,-5.0,-12.22,56.93,15.0,10.0,0.0,1019.8
SEA,2024-01-12 13:53:00,-5.56,-12.78,56.78,15.0,360.0,0.0,1020.6
SEA,2024-01-12 14:53:00,-6.11,-14.44,51.72,13.0,10.0,0.0,1021.7
SEA,2024-01-12 15:53:00,-6.67,-16.11,47.02,15.0,360.0,0.0,1022.2
SEA,2024-01-12 16:53:00,-6.67,-16.67,44.89,13.0,360.0,0.0,1023.1
SEA,2024-01-12 17:53:00,-6.67,-15.0,51.55,14.0,350.0,0.0,1024.0
SEA,2024-01-12 18:53:00,-7.22,-15.56,51.39,11.0,10.0,0.0,1024.7
SEA,2024-01-12 19:53:00,-7.22,-17.22,44.72,14.0,20.0,0.0,1024.9
SEA,2024-01-12 20:53:00,-6.67,-16.67,44.89,12.0,360.0,0.0,1025.3
SEA,2024-01-12 21:53:00,-6.11,-13.89,54.12,10.0,360.0,0.0,1025.3
SEA,2024-01-12 22:53:00,-6.67,-13.33,59.08,16.0,350.0,0.0,1025.2
SEA,2024-01-12 23:53:00,-7.22,-15.0,53.8,,,0.0,1025.9
SEA,2024-01-12 23:56:00,-7.22,-15.0,53.8,12.0,10.0,0.0,
SEA,2024-01-13 00:53:00,-8.33,-14.44,61.38,11.0,360.0,0.0,1026.3
SEA,2024-01-13 01:53:00,-9.44,-13.89,70.06,9.0,360.0,0.0,1026.4
SEA,2024-01-13 02:53:00,-8.33,-15.0,58.64,10.0,20.0,0.0,1026.1
SEA,2024-01-13 03:53:00,-8.33,-13.89,64.23,10.0,30.0,0.0,1026.0
SEA,2024-01-13 04:53:00,-8.89,-13.33,70.18,12.0,30.0,0.0,
SEA,2024-01-13 05:10:00,-8.33,-15.56,56.01,11.0,30.0,0.0,
SEA,2024-01-13 05:53:00,-8.33,-16.11,53.48,8.0,60.0,0.0,1025.5
SEA,2024-01-13 06:53:00,-8.89,-16.67,53.32,9.0,40.0,0.0,1024.8
SEA,2024-01-13 07:53:00,-8.89,-18.33,46.34,9.0,70.0,0.0,1024.4
SEA,2024-01-13 08:53:00,-8.89,-19.44,42.15,13.0,80.0,0.0,1023.4
SEA,2024-01-13 09:53:00,-8.89,-20.0,40.18,12.0,80.0,0.0,1022.7
SEA,2024-01-13 10:53:00,-8.89,-20.56,38.3,13.0,110.0,0.0,1021.3
SEA,2024-01-13 11:53:00,-9.44,-19.44,44.02,15.0,90.0,0.0,1021.1
SEA,2024-01-13 12:53:00,-9.44,-19.44,44.02,13.0,80.0,0.0,1020.4
SEA,2024-01-13 13:53:00,-8.89,-21.67,34.77,12.0,80.0,0.0,1019.4
SEA,2024-01-13 14:53:00,-8.89,-21.67,34.77,7.0,70.0,0.0,1018.3
SEA,2024-01-13 15:53:00,-8.89,,,7.0,60.0,0.0,1017.0
SEA,2024-01-13 15:58:00,-8.89,-17.78,48.57,7.0,60.0,0.0,
SEA,2024-01-13 16:53:00,-8.33,-20.56,36.68,9.0,50.0,0.0,1016.4
SEA,2024-01-13 17:53:00,-7.22,-20.0,35.31,11.0,90.0,0.0,1015.3
SEA,2024-01-13 18:53:00,-6.67,-18.89,37.21,11.0,70.0,0.0,1013.9
SEA,2024-01-13 19:53:00,-6.11,-19.44,34.01,15.0,80.0,0.0,1012.1
SEA,2024-01-13 20:53:00,-6.11,-17.22,41.07,14.0,80.0,0.0,1010.9
SEA,2024-01-13 21:53:00,-6.11,-17.22,41.07,11.0,80.0,0.0,1009.8
SEA,2024-01-13 22:53:00,-5.56,-18.33,35.84,8.0,50.0,0.0,1009.1
SEA,2024-01-13 23:53:00,-5.56,-17.22,39.36,5.0,100.0,0.0,1009.7
SEA,2024-01-14 00:53:00,-5.56,-17.22,39.36,8.0,70.0,0.0,1010.7
SEA,2024-01-14 01:53:00,-5.56,-16.67,41.24,6.0,50.0,0.0,1011.6
SEA,2024-01-14 02:53:00,-6.11,-17.22,41.07,7.0,80.0,0.0,1012.2
SEA,2024-01-14 03:53:00,-6.11,-17.78,39.19,8.0,80.0,0.0,1012.6
SEA,2024-01-14 04:53:00,-6.67,-18.89,37.21,11.0,90.0,0.0,1013.2
SEA,2024-01-14 05:53:00,-6.67,-18.33,39.01,9.0,60.0,0.0,1013.7
SEA,2024-01-14 06:53:00,-6.67,-18.89,37.21,7.0,70.0,0.0,1013.9
SEA,2024-01-14 07:53:00,-6.67,-18.33,39.01,8.0,50.0,0.0,1015.2
SEA,2024-01-14 08:53:00,-6.67,-16.11,47.02,5.0,60.0,0.0,1016.3
SEA,2024-01-14 09:53:00,-6.11,-17.78,39.19,8.0,90.0,0.0,1016.9
SEA,2024-01-14 10:53:00,-7.22,-17.22,44.72,7.0,60.0,0.0,1017.9
SEA,2024-01-14 11:53:00,-6.67,-17.22,42.85,6.0,110.0,0.0,1018.2
SEA,2024-01-14 12:53:00,-6.67,-17.78,40.89,5.0,90.0,0.0,1019.3
SEA,2024-01-14 13:53:00,-7.22,-17.78,42.67,7.0,90.0,0.0,1020.1
SEA,2024-01-14 14:53:00,-7.22,-17.22,44.72,5.0,110.0,0.0,1021.5
SEA,2024-01-14 15:53:00,-6.67,-17.22,42.85,6.0,110.0,0.0,1022.1
SEA,2024-01-14 16:53:00,-6.67,-17.22,42.85,7.0,110.0,0.0,1023.0
SEA,2024-01-14 17:53:00,-5.56,-16.67,41.24,6.0,120.0,0.0,1024.0
SEA,2024-01-14 18:53:00,-3.89,-15.0,41.76,4.0,110.0,0.0,1024.7
SEA,2024-01-14 19:53:00,-2.78,-13.33,44.06,0.0,0.0,0.0,1024.9
SEA,2024-01-14 20:53:00,-1.67,-13.89,38.79,3.0,80.0,0.0,1024.5
SEA,2024-01-14 21:53:00,-1.11,-13.89,37.24,3.0,70.0,0.0,1024.6
SEA,2024-01-14 22:53:00,-1.11,-12.78,40.75,0.0,0.0,0.0,1024.5
SEA,2024-01-14 23:53:00,-1.11,-12.22,42.62,5.0,350.0,0.0,1025.1
SEA,2024-01-15 00:53:00,-2.22,-11.67,48.36,7.0,30.0,0.0,1025.8
SEA,2024-01-15 01:53:00,-3.33,-11.67,52.52,4.0,350.0,0.0,1026.5
SEA,2024-01-15 02:53:00,-2.78,-12.22,48.2,5.0,50.0,0.0,1026.9
SEA,2024-01-15 03:53:00,-3.33,-11.67,52.52,7.0,50.0,0.0,1027.7
SEA,2024-01-15 04:53:00,-3.33,-13.33,45.92,8.0,90.0,0.0,1027.7
SEA,2024-01-15 05:53:00,-3.89,-15.0,41.76,7.0,90.0,0.0,1027.5
SEA,2024-01-15 06:53:00,-5.0,-13.89,49.74,6.0,40.0,0.0,1028.4
SEA,2024-01-15 07:53:00,-3.89,-13.89,45.75,4.0,100.0,0.0,1028.8
SEA,2024-01-15 08:53:00,-5.0,-12.78,54.44,7.0,60.0,0.0,1028.6
SEA,2024-01-15 09:53:00,-6.11,-12.78,59.23,6.0,40.0,0.0,1029.5
SEA,2024-01-15 10:53:00,-5.56,-12.22,59.38,5.0,30.0,0.0,1029.6
SEA,2024-01-15 11:53:00,-4.44,-12.78,52.2,8.0,20.0,0.0,1029.4
SEA,2024-01-15 12:53:00,-5.56,-11.67,62.09,8.0,20.0,0.0,1029.0
SEA,2024-01-15 13:53:00,-4.44,-12.78,52.2,5.0,30.0,0.0,1029.1
SEA,2024-01-15 14:53:00,-5.0,-12.22,56.93,7.0,40.0,0.0,1029.4
SEA,2024-01-15 15:53:00,-5.0,-12.22,56.93,7.0,50.0,0.0,1029.6
SEA,2024-01-15 16:53:00,-2.22,-13.33,42.28,7.0,40.0,0.0,1029.6
SEA,2024-01-15 17:53:00,-1.11,-15.0,33.99,7.0,80.0,0.0,1029.8
SEA,2024-01-15 18:53:00,0.0,-15.56,29.94,9.0,90.0,0.0,1030.2
SEA,2024-01-15 19:53:00,1.67,-15.56,26.55,8.0,90.0,0.0,1029.9
SEA,2024-01-15 20:53:00,2.78,-15.0,25.69,6.0,100.0,0.0,1029.5
SEA,2024-01-15 21:53:00,2.78,-15.0,25.69,4.0,100.0,0.0,1029.0
SEA,2024-01-15 22:53:00,2.22,-13.89,29.27,8.0,50.0,0.0,1028.6
SEA,2024-01-15 23:53:00,1.67,-14.44,29.1,10.0,70.0,0.0,1028.2
SEA,2024-01-16 00:53:00,0.56,-13.89,32.99,7.0,80.0,0.0,1027.4
SEA,2024-01-16 01:53:00,-0.56,-14.44,34.17,8.0,100.0,0.0,1026.4
SEA,2024-01-16 02:53:00,-1.11,-15.0,33.99,7.0,100.0,0.0,1026.5
SEA,2024-01-16 03:53:00,-1.11,-15.0,33.99,9.0,80.0,0.0,1026.6
SEA,2024-01-16 04:53:00,-1.11,-15.0,33.99,10.0,80.0,0.0,1026.4
SEA,2024-01-16 05:53:00,-1.67,-15.0,35.41,9.0,70.0,0.0,1025.7
SEA,2024-01-16 06:53:00,-1.67,-15.56,33.82,8.0,90.0,0.0,1025.3
SEA,2024-01-16 07:53:00,-2.22,-15.56,35.24,7.0,100.0,0.0,1024.1
SEA,2024-01-16 08:53:00,-2.22,-16.11,33.65,9.0,100.0,0.0,1023.9
SEA,2024-01-16 09:53:00,-2.78,-16.11,35.06,9.0,90.0,0.0,1023.2
SEA,2024-01-16 10:53:00,-2.78,-14.44,40.24,6.0,60.0,0.0,1022.8
SEA,2024-01-16 11:53:00,-2.78,-15.56,36.72,6.0,80.0,0.0,1022.1
SEA,2024-01-16 12:53:00,-2.22,-16.11,33.65,8.0,120.0,0.0,1021.3
SEA,2024-01-16 13:53:00,-3.33,-16.11,36.54,9.0,130.0,0.0,1020.4
SEA,2024-01-16 14:53:00,-3.33,-15.56,38.27,7.0,110.0,0.0,1019.2
SEA,2024-01-16 15:53:00,-2.78,-15.56,36.72,7.0,110.0,0.0,1018.6
SEA,2024-01-16 16:53:00,-1.67,-15.56,33.82,7.0,120.0,0.0,1018.1
SEA,2024-01-16 17:53:00,-1.11,-15.0,33.99,6.0,140.0,0.0,1017.6
SEA,2024-01-16 18:53:00,0.0,-15.0,31.35,5.0,,0.0,1016.8
SEA,2024-01-16 19:53:00,0.56,-14.44,31.52,0.0,0.0,0.0,1015.9
SEA,2024-01-16 20:53:00,1.67,-13.33,31.86,4.0,130.0,0.0,1014.0
SEA,2024-01-16 21:53:00,1.11,-8.89,47.25,4.0,250.0,0.0,1013.2
SEA,2024-01-16 22:53:00,1.67,-8.89,45.4,0.0,0.0,0.0,1011.8
SEA,2024-01-16 23:53:00,1.11,-8.33,49.34,0.0,0.0,0.0,1010.9
SEA,2024-01-17 00:53:00,1.11,-7.78,51.52,0.0,0.0,0.0,1009.9
SEA,2024-01-17 01:53:00,1.67,-10.0,41.61,6.0,90.0,0.0,1008.5
SEA,2024-01-17 02:53:00,1.67,-8.89,45.4,0.0,0.0,0.0,1008.2
SEA,2024-01-17 03:53:00,0.56,-5.56,63.59,7.0,140.0,0.0001,1007.6
SEA,2024-01-17 04:10:00,0.0,-4.44,72.0,6.0,150.0,0.0001,
SEA,2024-01-17 04:21:00,-0.56,-3.89,78.16,4.0,150.0,0.25,
SEA,2024-01-17 04:53:00,0.0,-3.33,78.25,5.0,90.0,0.76,1006.5
SEA,2024-01-17 05:15:00,0.56,-3.33,75.17,6.0,90.0,0.25,
SEA,2024-01-17 05:44:00,-0.56,-2.22,88.48,6.0,90.0,0.25,
SEA,2024-01-17 05:53:00,-0.56,-2.22,88.48,5.0,80.0,0.25,1005.6
SEA,2024-01-17 06:53:00,0.0,-1.11,92.22,5.0,100.0,0.0,1005.0
SEA,2024-01-17 07:53:00,0.0,-0.56,96.04,3.0,130.0,0.0,1004.2
SEA,2024-01-17 08:14:00,0.0,-0.56,96.04,9.0,130.0,0.0,
SEA,2024-01-17 08:53:00,0.0,-0.56,96.04,6.0,110.0,0.0,1003.3
SEA,2024-01-17 09:42:00,0.0,-0.56,96.04,6.0,130.0,0.0,
SEA,2024-01-17 09:51:00,0.0,-1.0,92.97,8.0,130.0,0.76,
SEA,2024-01-17 09:53:00,0.0,-0.56,96.04,8.0,130.0,1.02,1002.6
SEA,2024-01-17 10:23:00,0.0,-1.67,88.53,6.0,120.0,0.25,
SEA,2024-01-17 10:53:00,0.0,-1.67,88.53,5.0,140.0,0.51,1001.6
SEA,2024-01-17 11:17:00,0.0,-1.67,88.53,7.0,150.0,0.0,
SEA,2024-01-17 11:53:00,0.0,-1.11,92.22,,,0.0,1000.9
SEA,2024-01-17 11:55:00,0.0,-1.67,88.53,3.0,90.0,0.0,
SEA,2024-01-17 12:25:00,0.0,-1.67,88.53,5.0,120.0,0.0,
SEA,2024-01-17 12:47:00,1.0,-1.0,86.49,3.0,,0.0,
SEA,2024-01-17 12:53:00,0.56,-1.67,85.04,,,0.0,999.9
SEA,2024-01-17 12:54:00,0.56,-1.67,85.04,6.0,120.0,0.0,
SEA,2024-01-17 13:28:00,0.0,,,7.0,140.0,0.0,
SEA,2024-01-17 13:33:00,0.0,0.0,100.0,8.0,130.0,0.25,
SEA,2024-01-17 13:53:00,0.0,0.0,100.0,8.0,130.0,0.25,998.9
SEA,2024-01-17 14:53:00,0.0,-1.67,88.53,7.0,120.0,0.25,997.8
SEA,2024-01-17 15:00:00,0.0,-1.11,92.22,,,0.0001,
SEA,2024-01-17 15:05:00,0.0,-1.11,92.22,9.0,140.0,0.0001,
SEA,2024-01-17 15:24:00,0.0,0.0,100.0,8.0,140.0,0.0001,
SEA,2024-01-17 15:39:00,0.0,-1.11,92.22,8.0,160.0,0.0001,
SEA,2024-01-17 15:53:00,0.56,-1.11,88.58,6.0,150.0,0.0001,997.0
SEA,2024-01-17 16:15:00,0.0,-1.11,92.22,7.0,160.0,0.51,
SEA,2024-01-17 16:53:00,0.56,-0.56,92.25,7.0,160.0,1.27,996.1
SEA,2024-01-17 17:53:00,1.11,-0.56,88.63,7.0,140.0,0.51,996.6
SEA,2024-01-17 18:53:00,3.33,2.22,92.42,7.0,280.0,1.78,997.6
SEA,2024-01-17 19:00:00,3.89,2.22,88.87,,,0.0001,
SEA,2024-01-17 19:11:00,3.89,2.78,92.45,5.0,340.0,0.25,
SEA,2024-01-17 19:53:00,3.33,2.22,92.42,9.0,10.0,0.76,
SEA,2024-01-17 20:53:00,2.22,0.56,88.73,14.0,30.0,0.0001,1001.4
SEA,2024-01-17 21:20:00,2.22,0.56,88.73,8.0,30.0,0.0001,
SEA,2024-01-17 21:53:00,1.67,0.56,92.32,10.0,50.0,0.25,1003.5
SEA,2024-01-17 22:12:00,1.11,0.0,92.29,5.0,50.0,0.25,
SEA,2024-01-17 22:53:00,1.11,0.0,92.29,5.0,90.0,0.51,1005.6
SEA,2024-01-17 23:25:00,2.22,0.56,88.73,6.0,,0.0001,
SEA,2024-01-17 23:53:00,1.67,0.0,88.68,6.0,80.0,0.0001,1007.4
SEA,2024-01-18 00:53:00,2.22,0.0,85.23,7.0,90.0,0.0,1008.3
SEA,2024-01-18 01:53:00,2.22,0.0,85.23,6.0,90.0,0.0,1009.4
SEA,2024-01-18 02:53:00,2.22,0.0,85.23,5.0,90.0,0.0,1010.5
SEA,2024-01-18 03:26:00,2.22,0.56,88.73,5.0,130.0,0.0,
SEA,2024-01-18 03:53:00,2.78,0.56,85.29,5.0,160.0,0.0,1012.2
SEA,2024-01-18 04:53:00,3.33,1.11,85.35,4.0,150.0,0.0,1013.9
SEA,2024-01-18 05:27:00,3.33,1.11,85.35,5.0,140.0,0.0,
SEA,2024-01-18 05:53:00,3.33,1.67,88.83,3.0,160.0,0.0,1015.1
SEA,2024-01-18 06:53:00,3.33,1.67,88.83,4.0,140.0,0.0,1016.0
SEA,2024-01-18 07:17:00,3.33,1.67,88.83,3.0,110.0,0.0,
SEA,2024-01-18 07:53:00,2.78,1.11,88.78,0.0,0.0,0.0,1017.0
SEA,2024-01-18 08:14:00,3.33,1.11,85.35,0.0,0.0,0.0,
SEA,2024-01-18 08:37:00,3.33,1.67,88.83,0.0,0.0,0.0,
SEA,2024-01-18 08:53:00,2.78,1.11,88.78,3.0,60.0,0.0,1017.8
SEA,2024-01-18 09:32:00,2.22,0.56,88.73,6.0,30.0,0.0,
SEA,2024-01-18 09:53:00,1.67,0.56,92.32,7.0,40.0,0.0,1017.6
SEA,2024-01-18 10:38:00,1.67,1.11,96.09,6.0,30.0,0.0,
SEA,2024-01-18 10:48:00,2.0,1.0,93.08,6.0,30.0,0.0,
SEA,2024-01-18 10:53:00,1.67,1.11,96.09,6.0,40.0,0.0,1017.9
SEA,2024-01-18 11:17:00,1.67,1.11,96.09,3.0,350.0,0.0,
SEA,2024-01-18 11:37:00,1.67,1.11,96.09,4.0,360.0,0.0,
SEA,2024-01-18 11:53:00,1.67,1.11,96.09,4.0,10.0,0.0,1018.3
SEA,2024-01-18 12:23:00,1.67,1.11,96.09,6.0,10.0,0.0,
SEA,2024-01-18 12:53:00,1.67,1.11,96.09,5.0,360.0,0.0,1017.8
SEA,2024-01-18 13:53:00,1.67,1.11,96.09,7.0,10.0,0.0,1017.9
SEA,2024-01-18 14:53:00,2.22,1.11,92.35,8.0,60.0,0.51,1018.2
SEA,2024-01-18 15:53:00,2.78,0.0,81.93,10.0,90.0,0.51,1019.0
SEA,2024-01-18 16:53:00,2.22,-0.56,81.86,11.0,90.0,0.76,1019.4
SEA,2024-01-18 17:53:00,1.67,-0.56,85.17,13.0,90.0,1.27,1019.8
SEA,2024-01-18 18:42:00,2.22,-0.56,81.86,6.0,110.0,0.76,
SEA,2024-01-18 18:53:00,2.22,-0.56,81.86,5.0,80.0,1.02,1020.7
SEA,2024-01-18 19:25:00,2.22,0.0,85.23,8.0,90.0,0.25,
SEA,2024-01-18 19:53:00,2.22,-0.56,81.86,9.0,100.0,0.51,1020.6
SEA,2024-01-18 20:53:00,2.22,-0.56,81.86,16.0,100.0,0.51,1020.3
SEA,2024-01-18 21:42:00,2.22,0.0,85.23,11.0,90.0,0.76,
SEA,2024-01-18 21:53:00,2.22,0.0,85.23,11.0,90.0,1.02,1019.9
SEA,2024-01-18 22:53:00,2.22,0.0,85.23,9.0,100.0,1.27,1020.2
SEA,2024-01-18 23:53:00,2.22,-0.56,81.86,11.0,100.0,1.27,1020.1
SEA,2024-01-19 00:53:00,2.78,-1.11,75.56,17.0,100.0,0.51,1019.5
SEA,2024-01-19 01:53:00,2.22,-1.67,75.46,12.0,110.0,0.25,1019.6
SEA,2024-01-19 02:53:00,2.22,-1.67,75.46,14.0,110.0,0.25,1019.7
SEA,2024-01-19 03:53:00,2.78,-1.67,72.54,14.0,100.0,0.0001,1019.6
SEA,2024-01-19 04:53:00,2.78,-1.67,72.54,13.0,100.0,0.0001,1019.3
SEA,2024-01-19 05:53:00,2.78,-1.67,72.54,16.0,110.0,0.0001,1018.8
SEA,2024-01-19 06:53:00,3.33,-1.11,72.64,11.0,100.0,0.0001,1018.1
